,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,apparent_temperature,code,date,description,dew_point_2m,endTime,et0_fao_evapotranspiration,hour,iconCategory,is_day,latitude,longitude,magnitudeOfDelay,month,precipitation,rain,relative_humidity_2m,snow_depth,snowfall,soil_temperature_0_to_7cm,startTime,sunshine_duration,surface_pressure,temperature_2m,type,vapour_pressure_deficit,weather_code,wind_speed_10m
288,288,288.0,3835ca12593cb5107d4494a73280ad40,,3835ca12593cb5107d4494a73280ad40,,115,,Slow traffic,,2023-12-25T10:15:24Z,,9,6,,59.3064965532,18.0751905958,1,12,,,,,,,2023-12-25T09:10:00Z,,,,Feature,,,
289,289,289.0,595401d960875ee843620bf59612c3b6,,595401d960875ee843620bf59612c3b6,,115,,Slow traffic,,2023-12-25T10:25:24Z,,9,6,,59.2944587776,18.0847392599,1,12,,,,,,,2023-12-25T09:17:00Z,,,,Feature,,,
290,290,290.0,90afc819f4a90d9d7c307666787ee8d5,,90afc819f4a90d9d7c307666787ee8d5,,101,,Stationary traffic,,2023-12-25T10:57:27Z,,9,6,,59.3492013614,18.0424582581,3,12,,,,,,,2023-12-25T09:52:30Z,,,,Feature,,,
291,291,291.0,88b7bdcc8dcc2e5a9f3020116a92ef29,,88b7bdcc8dcc2e5a9f3020116a92ef29,,108,,Queuing traffic,,2023-12-25T11:11:28Z,,10,6,,59.3009282662,18.0220613997,2,12,,,,,,,2023-12-25T10:07:00Z,,,,Feature,,,
292,292,292.0,2311df2495fd0b72a2bbf5c723e3f7fa,,2311df2495fd0b72a2bbf5c723e3f7fa,,101,,Stationary traffic,,2023-12-25T11:29:29Z,,9,6,,59.3509165955,18.1187496702,3,12,,,,,,,2023-12-25T09:44:30Z,,,,Feature,,,
293,293,293.0,e15bf2ee5602202d4f376de2d3b9bf9a,,e15bf2ee5602202d4f376de2d3b9bf9a,,701,,Roadworks,,2023-12-25T11:39:30Z,,11,9,,59.270741355,18.0915721874,0,12,,,,,,,2023-12-23T11:33:00Z,,,,Feature,,,
294,294,294.0,bddf978035d9006e8a072428576e7243,,bddf978035d9006e8a072428576e7243,,101,,Stationary traffic,,2023-12-25T11:43:30Z,,10,6,,59.3663004307,18.1386865299,3,12,,,,,,,2023-12-25T10:36:00Z,,,,Feature,,,
295,295,295.0,5e5ae146676e36789222ae972e01672c,,5e5ae146676e36789222ae972e01672c,,500,,Lane closed,,2023-12-25T11:49:31Z,,10,7,,59.304690078,18.0182875316,0,12,,,,,,,2023-12-25T10:09:58Z,,,,Feature,,,
296,296,296.0,f8c25b5e039c337acd81ad427ad080ed,,f8c25b5e039c337acd81ad427ad080ed,,101,,Stationary traffic,,2023-12-25T12:05:32Z,,11,6,,59.3065032705,18.0124429981,3,12,,,,,,,2023-12-25T11:02:00Z,,,,Feature,,,
297,297,297.0,19706837892987d5ee9697b29a319468,,19706837892987d5ee9697b29a319468,,101,,Stationary traffic,,2023-12-25T12:05:32Z,,11,6,,59.329684255,18.0740037183,3,12,,,,,,,2023-12-25T11:01:00Z,,,,Feature,,,
298,298,298.0,81566b89d5e89243c37c0cdb9eeb37a5,,81566b89d5e89243c37c0cdb9eeb37a5,,500,,Lane closed,,2023-12-25T12:15:33Z,,10,7,,59.3856082997,18.0432642619,0,12,,,,,,,2023-12-25T10:54:50Z,,,,Feature,,,
299,299,299.0,dd11d3b0e45317f600a856f81e77b308,,dd11d3b0e45317f600a856f81e77b308,,500,,Lane closed,,2023-12-25T12:17:33Z,,10,7,,59.3357219159,18.0101859192,0,12,,,,,,,2023-12-25T10:37:23Z,,,,Feature,,,
300,300,300.0,2f48938795ca8dda59b1bde57f5c55be,,2f48938795ca8dda59b1bde57f5c55be,,115,,Slow traffic,,2023-12-25T12:21:34Z,,11,6,,59.3375069086,18.0350030582,1,12,,,,,,,2023-12-25T11:17:30Z,,,,Feature,,,
301,301,301.0,386cd6edc9b3571e33a39dedefc67b4a,,386cd6edc9b3571e33a39dedefc67b4a,,101,,Stationary traffic,,2023-12-25T12:37:35Z,,11,6,,59.2632056945,18.0992352586,3,12,,,,,,,2023-12-25T11:11:00Z,,,,Feature,,,
302,302,302.0,f9997d67cd0b5195326517061a230cef,,f9997d67cd0b5195326517061a230cef,,108,,Queuing traffic,,2023-12-25T12:53:36Z,,11,6,,59.3570762979,18.1508329134,2,12,,,,,,,2023-12-25T11:48:00Z,,,,Feature,,,
303,303,303.0,a4c286cbb07ce0ec81ac1cdc87e536bd,,a4c286cbb07ce0ec81ac1cdc87e536bd,,108,,Queuing traffic,,2023-12-25T12:53:36Z,,11,6,,59.2961606415,18.0462629716,2,12,,,,,,,2023-12-25T11:50:00Z,,,,Feature,,,
304,304,304.0,3c8e6c443073f54b62f732c4dd64edf2,,3c8e6c443073f54b62f732c4dd64edf2,,101,,Stationary traffic,,2023-12-25T12:57:37Z,,11,6,,59.369281699,18.0041603367,3,12,,,,,,,2023-12-25T11:51:30Z,,,,Feature,,,
305,305,305.0,e2747a204f5394f9f36e72a56bbbb97a,,e2747a204f5394f9f36e72a56bbbb97a,,101,,Stationary traffic,,2023-12-25T13:01:37Z,,11,6,,59.2569547971,18.0361094694,3,12,,,,,,,2023-12-25T11:36:30Z,,,,Feature,,,
306,306,306.0,8b49b6b315aa047bab7d95d87d0bcba1,,8b49b6b315aa047bab7d95d87d0bcba1,,108,,Queuing traffic,,2023-12-25T13:01:37Z,,11,6,,59.3009282662,18.0220613997,2,12,,,,,,,2023-12-25T11:50:00Z,,,,Feature,,,
307,307,307.0,bc16156b927b53284c7c6c0af00ea6bb,,bc16156b927b53284c7c6c0af00ea6bb,,101,,Stationary traffic,,2023-12-25T13:01:37Z,,11,6,,59.3202710168,18.0730729918,3,12,,,,,,,2023-12-25T11:57:00Z,,,,Feature,,,
308,308,308.0,db158fd1bd0e4a8eaa9600b8f3c76fdf,,db158fd1bd0e4a8eaa9600b8f3c76fdf,,101,,Stationary traffic,,2023-12-25T13:03:37Z,,11,6,,59.2892137246,18.0931976061,3,12,,,,,,,2023-12-25T11:36:00Z,,,,Feature,,,
309,309,309.0,340db587a556b20410240be3cba5ad12,,340db587a556b20410240be3cba5ad12,,101,,Stationary traffic,,2023-12-25T13:05:37Z,,11,6,,59.3312962413,18.0526224892,3,12,,,,,,,2023-12-25T11:41:30Z,,,,Feature,,,
310,310,310.0,72ed3a1259f5204abcc06ebcaa9ee122,,72ed3a1259f5204abcc06ebcaa9ee122,,115,,Slow traffic,,2023-12-25T13:09:38Z,,11,6,,59.3562595832,18.0603901665,1,12,,,,,,,2023-12-25T11:58:00Z,,,,Feature,,,
311,311,311.0,cea283d1283c7f09e3fb8626242767cf,,cea283d1283c7f09e3fb8626242767cf,,101,,Stationary traffic,,2023-12-25T13:19:38Z,,12,6,,59.2865677346,18.0883910875,3,12,,,,,,,2023-12-25T12:09:00Z,,,,Feature,,,
312,312,312.0,fe2783d4f990da7ad8cc4c52754f5a48,,fe2783d4f990da7ad8cc4c52754f5a48,,108,,Queuing traffic,,2023-12-25T13:21:39Z,,12,6,,59.3208866096,18.0687962095,2,12,,,,,,,2023-12-25T12:16:00Z,,,,Feature,,,
313,313,313.0,7a9591e571e83903541cb2c515badc8c,,7a9591e571e83903541cb2c515badc8c,,101,,Stationary traffic,,2023-12-25T13:21:39Z,,12,6,,59.3502286492,18.0484677474,3,12,,,,,,,2023-12-25T12:16:30Z,,,,Feature,,,
314,c42feefa234837b2f1dc9996ee7d6d86,,,,c42feefa234837b2f1dc9996ee7d6d86,,101,,Stationary traffic,,2023-12-26T09:59:07Z,,8,6,,59.3974220938,18.0888215821,3,12,,,,,,,2023-12-26T08:42:00Z,,,,Feature,,,
315,58367bb5b33ed5b4b66aab24f5aa9658,,,,58367bb5b33ed5b4b66aab24f5aa9658,,101,,Stationary traffic,,2023-12-26T09:59:07Z,,8,6,,59.3698181252,18.0024477462,3,12,,,,,,,2023-12-26T08:55:30Z,,,,Feature,,,
316,9b175f583200555ea9faeafa3f9993c0,,,,9b175f583200555ea9faeafa3f9993c0,,115,,Slow traffic,,2023-12-26T10:07:07Z,,9,6,,59.2995416045,18.1001753728,1,12,,,,,,,2023-12-26T09:02:00Z,,,,Feature,,,
317,f8c25b5e039c337acd81ad427ad080ed,,,,f8c25b5e039c337acd81ad427ad080ed,,101,,Stationary traffic,,2023-12-26T10:11:08Z,,9,6,,59.3065032705,18.0124429981,3,12,,,,,,,2023-12-26T09:05:00Z,,,,Feature,,,
318,3c30082290660210838635d33caeede3,,,,3c30082290660210838635d33caeede3,,108,,Queuing traffic,,2023-12-26T10:15:08Z,,8,6,,59.2632056945,18.0992352586,2,12,,,,,,,2023-12-26T08:39:30Z,,,,Feature,,,
319,d9a493710452c75c88233fcd79c98dd3,,,,d9a493710452c75c88233fcd79c98dd3,,108,,Queuing traffic,,2023-12-26T10:55:11Z,,9,6,,59.330960964,18.0588465552,2,12,,,,,,,2023-12-26T09:43:30Z,,,,Feature,,,
320,19863f2919f10150a9dd2a24d2db7180,,,,19863f2919f10150a9dd2a24d2db7180,,108,,Queuing traffic,,2023-12-26T11:05:12Z,,9,6,,59.3083419075,18.0795679609,2,12,,,,,,,2023-12-26T09:59:00Z,,,,Feature,,,
321,029912e78cce6228589938e84ac91f85,,,,029912e78cce6228589938e84ac91f85,,101,,Stationary traffic,,2023-12-26T11:13:13Z,,10,6,,59.3330276421,18.0774101238,3,12,,,,,,,2023-12-26T10:04:00Z,,,,Feature,,,
322,b5c7b46182c1c4a2ad56ab439b6746b4,,,,b5c7b46182c1c4a2ad56ab439b6746b4,,115,,Slow traffic,,2023-12-26T11:19:13Z,,10,6,,59.3718284631,18.0197506766,1,12,,,,,,,2023-12-26T10:13:30Z,,,,Feature,,,
323,1a0d59b799aa3f58325a97deaaaf4c91,,,,1a0d59b799aa3f58325a97deaaaf4c91,,101,,Stationary traffic,,2023-12-26T11:23:13Z,,10,6,,59.3854057992,18.0445275824,3,12,,,,,,,2023-12-26T10:20:00Z,,,,Feature,,,
324,820b455269d32190b2857020a806c0dc,,,,820b455269d32190b2857020a806c0dc,,115,,Slow traffic,,2023-12-26T11:27:14Z,,10,6,,59.3335949092,18.0507610361,1,12,,,,,,,2023-12-26T10:18:00Z,,,,Feature,,,
325,0de78543bac94fd140b36053450fc540,,,,0de78543bac94fd140b36053450fc540,,108,,Queuing traffic,,2023-12-26T11:29:14Z,,10,6,,59.2614837178,18.0999447028,2,12,,,,,,,2023-12-26T10:25:30Z,,,,Feature,,,
326,9a06a442c173b77d36375c73df3d7d4f,,,,9a06a442c173b77d36375c73df3d7d4f,,101,,Stationary traffic,,2023-12-26T11:31:14Z,,10,6,,59.3445114902,18.0630844454,3,12,,,,,,,2023-12-26T10:11:00Z,,,,Feature,,,
327,e7aaa88bf0f2efefede2cdfc838ed2b6,,,,e7aaa88bf0f2efefede2cdfc838ed2b6,,101,,Stationary traffic,,2023-12-26T11:31:14Z,,10,6,,59.3839573986,18.0424260716,3,12,,,,,,,2023-12-26T10:28:00Z,,,,Feature,,,
328,43bbbdeff2c097f74b5385afc64f54f5,,,,43bbbdeff2c097f74b5385afc64f54f5,,500,,Lane closed,,2023-12-26T11:37:15Z,,10,7,,59.3803283778,18.0108309905,0,12,,,,,,,2023-12-26T10:00:10Z,,,,Feature,,,
329,a484c206817bbe4738fa3b0cd567137a,,,,a484c206817bbe4738fa3b0cd567137a,,101,,Stationary traffic,,2023-12-26T11:37:15Z,,10,6,,59.2860769132,18.0463219802,3,12,,,,,,,2023-12-26T10:20:30Z,,,,Feature,,,
330,1789b17f6ab8a6ee0d8bb9eab5272120,,,,1789b17f6ab8a6ee0d8bb9eab5272120,,101,,Stationary traffic,,2023-12-26T11:39:15Z,,10,6,,59.3839882617,18.042558841,3,12,,,,,,,2023-12-26T10:33:00Z,,,,Feature,,,
331,6bff425fca312fa86460151161e05bdc,,,,6bff425fca312fa86460151161e05bdc,,101,,Stationary traffic,,2023-12-26T11:45:15Z,,10,6,,59.3042394819,18.1285625319,3,12,,,,,,,2023-12-26T10:39:30Z,,,,Feature,,,
332,19706837892987d5ee9697b29a319468,,,,19706837892987d5ee9697b29a319468,,101,,Stationary traffic,,2023-12-26T11:47:15Z,,10,6,,59.329684255,18.0740037183,3,12,,,,,,,2023-12-26T10:43:30Z,,,,Feature,,,
333,a2b71031b628d9335f2777ab90c38499,,,,a2b71031b628d9335f2777ab90c38499,,211,,Broken down vehicle,,2023-12-26T11:49:16Z,,10,14,,59.3533426698,18.039479665,0,12,,,,,,,2023-12-26T10:32:10Z,,,,Feature,,,
334,e9b894c827836aefe32dda2d37e26125,,,,e9b894c827836aefe32dda2d37e26125,,211,,Broken down vehicle,,2023-12-26T11:51:16Z,,10,14,,59.3485026119,18.033820204,0,12,,,,,,,2023-12-26T10:32:10Z,,,,Feature,,,
335,77e6fdbe449646a02dce2aa9438bbcec,,,,77e6fdbe449646a02dce2aa9438bbcec,,115,,Slow traffic,,2023-12-26T11:55:16Z,,10,6,,59.2866508718,18.0887867133,1,12,,,,,,,2023-12-26T10:43:00Z,,,,Feature,,,
336,7a9591e571e83903541cb2c515badc8c,,,,7a9591e571e83903541cb2c515badc8c,,101,,Stationary traffic,,2023-12-26T11:55:16Z,,10,6,,59.3502286492,18.0484677474,3,12,,,,,,,2023-12-26T10:50:00Z,,,,Feature,,,
337,fd344e31528cb19bafa01fd0b193db76,,,,fd344e31528cb19bafa01fd0b193db76,,500,,Lane closed,,2023-12-26T12:01:17Z,,10,7,,59.3494065138,18.0371394376,0,12,,,,,,,2023-12-26T10:42:08Z,,,,Feature,,,
338,ad050c225994be853aead44775bf9053,,,,ad050c225994be853aead44775bf9053,,101,,Stationary traffic,,2023-12-26T12:11:17Z,,11,6,,59.2623661588,18.0997247617,3,12,,,,,,,2023-12-26T11:06:00Z,,,,Feature,,,
339,6fef5aea8c93f15042419382c72ee582,,,,6fef5aea8c93f15042419382c72ee582,,101,,Stationary traffic,,2023-12-26T12:15:18Z,,10,6,,59.3205003792,18.0542935054,3,12,,,,,,,2023-12-26T10:46:00Z,,,,Feature,,,
340,3d29af1be6e8bd7fb74cd974a0c0036b,,,,3d29af1be6e8bd7fb74cd974a0c0036b,,115,,Slow traffic,,2023-12-26T12:19:18Z,,11,6,,59.3443304549,18.0265205721,1,12,,,,,,,2023-12-26T11:12:30Z,,,,Feature,,,
341,eea4a60542d5182cd5150abb58494d96,,,,eea4a60542d5182cd5150abb58494d96,,115,,Slow traffic,,2023-12-26T12:31:19Z,,11,6,,59.3384403407,18.0313083152,1,12,,,,,,,2023-12-26T11:26:30Z,,,,Feature,,,
342,6e62ae57120eea0935519db4c9a9a568,,,,6e62ae57120eea0935519db4c9a9a568,,115,,Slow traffic,,2023-12-26T12:31:19Z,,11,6,,59.3340321203,18.0678292732,1,12,,,,,,,2023-12-26T11:26:30Z,,,,Feature,,,
343,ce6fb22a14c050dba2889c08cd7be877,,,,ce6fb22a14c050dba2889c08cd7be877,,101,,Stationary traffic,,2023-12-26T12:47:21Z,,11,6,,59.3358627285,18.0364648621,3,12,,,,,,,2023-12-26T11:39:00Z,,,,Feature,,,
344,4dc58abbb31ac1f664f421b072cb3d3d,,,,4dc58abbb31ac1f664f421b072cb3d3d,,101,,Stationary traffic,,2023-12-26T12:53:21Z,,11,6,,59.2860769132,18.0463219802,3,12,,,,,,,2023-12-26T11:36:00Z,,,,Feature,,,
345,51b42920dc38f625f0f19acfda2db7e1,,,,51b42920dc38f625f0f19acfda2db7e1,,211,,Broken down vehicle,,2023-12-26T12:57:22Z,,11,14,,59.2505725157,18.0092766504,0,12,,,,,,,2023-12-26T11:17:46Z,,,,Feature,,,
346,c543c4f9e4d0ec5aedad4bcbebc7ac7c,,,,c543c4f9e4d0ec5aedad4bcbebc7ac7c,,115,,Slow traffic,,2023-12-26T12:59:22Z,,11,6,,59.2593258868,18.1002196293,1,12,,,,,,,2023-12-26T11:49:30Z,,,,Feature,,,
347,4ac1639b704d6c3be95f1e145c7f295b,,,,4ac1639b704d6c3be95f1e145c7f295b,,108,,Queuing traffic,,2023-12-26T12:59:22Z,,11,6,,59.26143008,18.1015526871,2,12,,,,,,,2023-12-26T11:50:00Z,,,,Feature,,,
348,f487fc41bab7595abf6f06f0f2d8e7ff,,,,f487fc41bab7595abf6f06f0f2d8e7ff,,115,,Slow traffic,,2023-12-26T13:05:22Z,,12,6,,59.2961485725,18.0606342475,1,12,,,,,,,2023-12-26T12:01:00Z,,,,Feature,,,
349,edc09b3119da755f6987435e1576a814,,,,edc09b3119da755f6987435e1576a814,,101,,Stationary traffic,,2023-12-26T13:07:23Z,,11,6,,59.3295139152,18.132041357,3,12,,,,,,,2023-12-26T11:51:30Z,,,,Feature,,,
350,37c1005d9abf61930c2b4968f65ca707,,,,37c1005d9abf61930c2b4968f65ca707,,101,,Stationary traffic,,2023-12-26T13:09:23Z,,12,6,,59.3327124754,18.0526010315,3,12,,,,,,,2023-12-26T12:02:30Z,,,,Feature,,,
351,029c80ae3514031e99de9c7150a32709,,,,029c80ae3514031e99de9c7150a32709,,108,,Queuing traffic,,2023-12-26T13:13:23Z,,11,6,,59.2960976427,18.0775053422,2,12,,,,,,,2023-12-26T11:47:00Z,,,,Feature,,,
352,54e826a9682c23a57de104b27696c7ce,,,,54e826a9682c23a57de104b27696c7ce,,122,,Heavy traffic,,2023-12-26T13:23:24Z,,10,6,,59.2586271737,18.1001954894,1,12,,,,,,,2023-12-26T10:39:00Z,,,,Feature,,,
353,c7ca24b2f212ac8a669ac5b50272228d,,,,c7ca24b2f212ac8a669ac5b50272228d,,115,,Slow traffic,,2023-12-26T13:27:25Z,,12,6,,59.3341554977,18.0699133496,1,12,,,,,,,2023-12-26T12:24:00Z,,,,Feature,,,
354,c6f677c3f0f47c267d7e843839e0447e,,,,c6f677c3f0f47c267d7e843839e0447e,,101,,Stationary traffic,,2023-12-26T13:29:25Z,,12,6,,59.3491611085,18.150532506,3,12,,,,,,,2023-12-26T12:19:00Z,,,,Feature,,,
355,587ede42802b408a0c1b9c2bc4d97865,,,,587ede42802b408a0c1b9c2bc4d97865,,101,,Stationary traffic,,2023-12-26T13:31:25Z,,12,6,,59.3692494986,18.0041871588,3,12,,,,,,,2023-12-26T12:25:30Z,,,,Feature,,,
356,c1b9b548f4569928260c19ea40f2865a,,,,c1b9b548f4569928260c19ea40f2865a,,108,,Queuing traffic,,2023-12-26T13:31:25Z,,12,6,,59.3068519239,18.0802988629,2,12,,,,,,,2023-12-26T12:26:30Z,,,,Feature,,,
357,17978ef1f9f9a3b87b51c001e0f674ee,,,,17978ef1f9f9a3b87b51c001e0f674ee,,701,,Roadworks,,2023-12-26T13:43:26Z,,8,9,,59.3499872238,18.0977104227,0,12,,,,,,,2023-12-26T08:12:30Z,,,,Feature,,,
358,5e933d18459f3731465c44cac1e3f641,,,,5e933d18459f3731465c44cac1e3f641,,201,,Accident,,2023-12-26T13:43:26Z,,12,1,,59.3203112612,17.9968647282,0,12,,,,,,,2023-12-26T12:24:17Z,,,,Feature,,,
359,92f5b465343c9e13ca96a6175280f320,,,,92f5b465343c9e13ca96a6175280f320,,101,,Stationary traffic,,2023-12-26T13:43:26Z,,12,6,,59.3568335541,18.0097312848,3,12,,,,,,,2023-12-26T12:30:30Z,,,,Feature,,,
360,d01c7c7c02c72ce178de8f9191f2dcf3,,,,d01c7c7c02c72ce178de8f9191f2dcf3,,101,,Stationary traffic,,2023-12-26T13:43:26Z,,12,6,,59.3477905152,18.1135676424,3,12,,,,,,,2023-12-26T12:35:30Z,,,,Feature,,,
361,6c86349c6484b2829985985cae55f667,,,,6c86349c6484b2829985985cae55f667,,108,,Queuing traffic,,2023-12-26T13:43:26Z,,12,6,,59.3298840526,18.0533976476,2,12,,,,,,,2023-12-26T12:39:00Z,,,,Feature,,,
362,45a855c4816b36908a5b09b88dbc1b9d,,,,45a855c4816b36908a5b09b88dbc1b9d,,108,,Queuing traffic,,2023-12-26T13:45:26Z,,12,6,,59.2610854167,18.0969245355,2,12,,,,,,,2023-12-26T12:41:30Z,,,,Feature,,,
363,de384678c7f7ed4a436ac8c9e67261a1,,,,de384678c7f7ed4a436ac8c9e67261a1,,201,,Accident,,2023-12-26T13:47:26Z,,12,1,,59.3156978572,18.0024303119,0,12,,,,,,,2023-12-26T12:24:17Z,,,,Feature,,,
364,c3f1e567dde8abbb30972bba46b0a95f,,,,c3f1e567dde8abbb30972bba46b0a95f,,122,,Heavy traffic,,2023-12-26T13:49:27Z,,12,6,,59.2644421911,18.098431937,1,12,,,,,,,2023-12-26T12:29:00Z,,,,Feature,,,
365,64c7127aef7338592f30299a55693427,,,,64c7127aef7338592f30299a55693427,,108,,Queuing traffic,,2023-12-26T13:49:27Z,,12,6,,59.296030578,18.0791160087,2,12,,,,,,,2023-12-26T12:34:30Z,,,,Feature,,,
366,d4724a1ef16bd74245239b623b3d5f4d,,,,d4724a1ef16bd74245239b623b3d5f4d,,115,,Slow traffic,,2023-12-26T13:49:27Z,,12,6,,59.2937574038,18.0843369286,1,12,,,,,,,2023-12-26T12:35:30Z,,,,Feature,,,
367,9254b8ff02ba14b17642d7e96d11012c,,,,9254b8ff02ba14b17642d7e96d11012c,,101,,Stationary traffic,,2023-12-26T13:49:27Z,,12,6,,59.3675154596,18.0074983458,3,12,,,,,,,2023-12-26T12:41:30Z,,,,Feature,,,
368,6539bd835bbf912f7e68f9a70ff291b6,,,,6539bd835bbf912f7e68f9a70ff291b6,,101,,Stationary traffic,,2023-12-26T13:51:27Z,,12,6,,59.3652181475,18.1352452557,3,12,,,,,,,2023-12-26T12:41:30Z,,,,Feature,,,
369,2c7b927a1f4bf2e9bf671f6f7bbe598f,,,,2c7b927a1f4bf2e9bf671f6f7bbe598f,,101,,Stationary traffic,,2023-12-26T13:55:27Z,,12,6,,59.3316301899,18.0077437679,3,12,,,,,,,2023-12-26T12:49:00Z,,,,Feature,,,
370,4e4fb7702a07782c4651f596ab1a1c9c,,,,4e4fb7702a07782c4651f596ab1a1c9c,,101,,Stationary traffic,,2023-12-26T13:55:27Z,,12,6,,59.3415892505,18.045729212,3,12,,,,,,,2023-12-26T12:51:30Z,,,,Feature,,,
371,ffb2f5714d86ddc12f825670c3366612,,,,ffb2f5714d86ddc12f825670c3366612,,201,,Accident,,2023-12-26T13:59:28Z,,12,1,,59.3203112612,17.9968647282,0,12,,,,,,,2023-12-26T12:24:17Z,,,,Feature,,,
372,d7efe0d38f39415c19ea75f58c57504a,,,,d7efe0d38f39415c19ea75f58c57504a,,101,,Stationary traffic,,2023-12-26T13:59:28Z,,12,6,,59.3726062862,18.0070933322,3,12,,,,,,,2023-12-26T12:53:00Z,,,,Feature,,,
373,77918225d392a57d5144ce8e75908817,,,,77918225d392a57d5144ce8e75908817,,115,,Slow traffic,,2023-12-26T14:05:28Z,,13,6,,59.2990534094,18.0986398082,1,12,,,,,,,2023-12-26T13:02:00Z,,,,Feature,,,
374,553127c8c558e8a5fe5df0d107e6dacf,,,,553127c8c558e8a5fe5df0d107e6dacf,,101,,Stationary traffic,,2023-12-26T14:05:28Z,,13,6,,59.2628677321,18.09917625,3,12,,,,,,,2023-12-26T13:02:00Z,,,,Feature,,,
375,968856819561db894da893e8c6a21745,,,,968856819561db894da893e8c6a21745,,115,,Slow traffic,,2023-12-26T14:07:29Z,,12,6,,59.3268920539,18.0070168893,1,12,,,,,,,2023-12-26T12:35:00Z,,,,Feature,,,
376,59f3a21f40a5d72e2133f91ad0953bff,,,,59f3a21f40a5d72e2133f91ad0953bff,,122,,Heavy traffic,,2023-12-26T14:07:29Z,,13,6,,59.2740485279,18.0934618036,1,12,,,,,,,2023-12-26T13:02:30Z,,,,Feature,,,
377,38c5d916af5f452fc3d068ba13932576,,,,38c5d916af5f452fc3d068ba13932576,,101,,Stationary traffic,,2023-12-26T14:09:29Z,,13,6,,59.3726062862,18.0070933322,3,12,,,,,,,2023-12-26T13:03:30Z,,,,Feature,,,
378,321667f18e12166378ceb49c62013138,,,,321667f18e12166378ceb49c62013138,,101,,Stationary traffic,,2023-12-26T14:11:29Z,,13,6,,59.3065032705,18.0124429981,3,12,,,,,,,2023-12-26T13:07:30Z,,,,Feature,,,
379,6c0f6b941c9144c4c16d9d8e0d6b6bc5,,,,6c0f6b941c9144c4c16d9d8e0d6b6bc5,,101,,Stationary traffic,,2023-12-26T14:13:30Z,,12,6,,59.3019220541,18.0214994769,3,12,,,,,,,2023-12-26T12:43:00Z,,,,Feature,,,
380,13e52ff1dba6c99141495960abdd9d9e,,,,13e52ff1dba6c99141495960abdd9d9e,,115,,Slow traffic,,2023-12-26T14:15:30Z,,12,6,,59.3391832808,18.0282371859,1,12,,,,,,,2023-12-26T12:22:30Z,,,,Feature,,,
381,fcd078860beef773c86d5b5cfe250a69,,,,fcd078860beef773c86d5b5cfe250a69,,115,,Slow traffic,,2023-12-26T14:17:30Z,,12,6,,59.3203018951,17.9968687515,1,12,,,,,,,2023-12-26T12:22:00Z,,,,Feature,,,
382,4988c3e8f57852091e41c3d2c9d172bf,,,,4988c3e8f57852091e41c3d2c9d172bf,,115,,Slow traffic,,2023-12-26T14:17:30Z,,13,6,,59.2961606415,18.053248785,1,12,,,,,,,2023-12-26T13:09:30Z,,,,Feature,,,
383,98e72e80d151164ab56ad10e169337a4,,,,98e72e80d151164ab56ad10e169337a4,,115,,Slow traffic,,2023-12-26T14:19:32Z,,13,6,,59.3340321203,18.0678292732,1,12,,,,,,,2023-12-26T13:15:00Z,,,,Feature,,,
384,25c2c60784f21cd63ea0f4491e6c0a21,,,,25c2c60784f21cd63ea0f4491e6c0a21,,115,,Slow traffic,,2023-12-26T14:21:32Z,,13,6,,59.2961485725,18.0607281248,1,12,,,,,,,2023-12-26T13:16:30Z,,,,Feature,,,
385,4e2af8165bd516f05cfc85c7b2aed574,,,,4e2af8165bd516f05cfc85c7b2aed574,,115,,Slow traffic,,2023-12-26T14:23:32Z,,13,6,,59.3342185115,18.0712370197,1,12,,,,,,,2023-12-26T13:17:30Z,,,,Feature,,,
386,d8aebd15ec0999b8766aa344aaa753d9,,,,d8aebd15ec0999b8766aa344aaa753d9,,101,,Stationary traffic,,2023-12-26T14:29:33Z,,13,6,,59.3306444955,18.0231396477,3,12,,,,,,,2023-12-26T13:26:00Z,,,,Feature,,,
387,4c95d9ddf75a793df3a0b6aa4e379950,,,,4c95d9ddf75a793df3a0b6aa4e379950,,115,,Slow traffic,,2023-12-26T14:31:33Z,,13,6,,59.2889911286,17.9727865378,1,12,,,,,,,2023-12-26T13:07:30Z,,,,Feature,,,
388,345a610cfd2705eb184f27ec12cab630,,,,345a610cfd2705eb184f27ec12cab630,,115,,Slow traffic,,2023-12-26T14:31:33Z,,13,6,,59.2937574038,18.0843369286,1,12,,,,,,,2023-12-26T13:24:00Z,,,,Feature,,,
389,bdb9790569cdf10c9c039d510fdfc6d3,,,,bdb9790569cdf10c9c039d510fdfc6d3,,101,,Stationary traffic,,2023-12-26T14:31:33Z,,13,6,,59.3328586444,18.071587048,3,12,,,,,,,2023-12-26T13:28:00Z,,,,Feature,,,
390,990d52c583d70d4aa4b5e501c070ad41,,,,990d52c583d70d4aa4b5e501c070ad41,,101,,Stationary traffic,,2023-12-26T14:37:34Z,,12,6,,59.3720872839,18.0077223103,3,12,,,,,,,2023-12-26T12:42:00Z,,,,Feature,,,
391,4df91a52410dd2e0baf58ddbcfbf0c9c,,,,4df91a52410dd2e0baf58ddbcfbf0c9c,,101,,Stationary traffic,,2023-12-26T14:37:34Z,,13,6,,59.3726062862,18.0070933322,3,12,,,,,,,2023-12-26T13:31:30Z,,,,Feature,,,
